,vsma10,vsma30,sma10,sma30,bb_up,ff2,ff3,PC1,PC2,50dtme,30wtme
0,0.3275759611574486,0.3853739634072196,0.0,0.0,0.0,0.5833333333333335,0.1071428571428571,-0.8508478402796988,-0.1338524627016368,0.8227938549481957,0.2995391705069123
1,0.4709807366643305,0.4679958393003335,0.0146488433301011,0.0061568141761539,0.0393276148299515,0.5833333333333335,0.1071428571428571,-0.8166357922889081,-0.1417129640853864,0.877813504823151,0.2995391705069123
2,0.5299589942557257,0.4792125728722692,0.0229948746363763,0.0106583146763206,0.044016214536343,0.5833333333333335,1.0,-0.6551086034255854,0.18659788288475163,0.877813504823151,0.2995391705069123
3,0.5548466819945974,0.4800914548430096,0.0333841252251004,0.015350354880198,0.0502595993766588,0.5833333333333335,1.0,-0.6381439121296844,0.18730738870518457,0.877813504823151,0.2995391705069123
4,0.545396045679649,0.4592004362073812,0.0416955256960798,0.0211737245748582,0.0572021057178702,0.5833333333333335,1.0,-0.6280813158930274,0.18533891156027385,0.8227938549481957,0.2995391705069123
5,0.542654164477661,0.457985995202648,0.0471671976728079,0.0259967608250368,0.060103799358359,0.5833333333333335,1.0,-0.6136890114767801,0.20528890954187964,0.9678456591639872,0.2995391705069123
6,0.541812412562031,0.4443175314008128,0.0522579304612827,0.0297718287048063,0.0572583840184118,0.5833333333333335,1.0,-0.606023886616935,0.20815446172759391,0.9678456591639872,0.2995391705069123
7,0.544290464882309,0.4129631895805919,0.0597728217204598,0.0328442814271423,0.0535088400774568,0.5833333333333335,1.0,-0.5957708254970369,0.21650104931826622,1.0000000000000002,0.2995391705069123
8,0.4926131740426061,0.3937579049033831,0.0665604654384263,0.0355237460105749,0.0387578845319793,0.5833333333333335,1.0,-0.5986423276096207,0.2309397589955466,0.922829581993569,0.268817204301075
9,0.4121002029237037,0.3456412953314504,0.0688461005679457,0.0381555756680798,0.0369030418911776,0.5833333333333335,1.0,-0.6012073954179791,0.20132760077457393,0.922829581993569,0.268817204301075
10,0.2936073547531427,0.339919171515782,0.0636514752735835,0.0392273615014528,0.0384456984266051,0.5833333333333335,1.0,-0.6157378384419538,0.19271941678966362,0.7827795641300463,0.268817204301075
11,0.1402398495409913,0.3246970287244729,0.054959135614351,0.0401562425570428,0.0176670404628847,0.5833333333333335,1.0,-0.6313488860271395,0.20465767807039656,0.7827795641300463,0.268817204301075
12,0.0786615761810999,0.3235563603636818,0.0509073278847485,0.0403467822607535,0.0226818425518006,1.0,0.5833333333333335,-0.7299031838636159,0.38578735614815063,0.4626652375848517,0.268817204301075
13,0.0392860086236832,0.296443267868664,0.0452971325668374,0.0410493974181869,0.019138709060028,1.0,0.5833333333333335,-0.7404867085507869,0.390019465865451,0.4626652375848517,0.268817204301075
14,0.0352106944083331,0.2809920619860603,0.0433924366255714,0.0438360405849568,0.0132159582239695,1.0,0.5833333333333335,-0.7457111753696037,0.381955848448467,0.382636655948553,0.268817204301075
15,0.0172833432885785,0.2545431169155058,0.0424920349078819,0.0474205687610155,0.0109590431579454,1.0,0.5833333333333335,-0.7479365278986799,0.38588049440372096,0.382636655948553,0.268817204301075
16,0.0103957254618089,0.2300074198627714,0.0428037124255437,0.0519220692611822,0.011334676210344,1.0,0.5833333333333335,-0.7477267805458369,0.38912983150944724,0.382636655948553,0.268817204301075
17,0.0,0.2201011672729836,0.0404488156254329,0.0566141094650598,0.0057019074683856,1.0,0.5833333333333335,-0.7496509318163251,0.3911701519455443,0.382636655948553,0.268817204301075
18,0.0028166412235944,0.217060224036483,0.0424227732372905,0.0619730386319249,0.0119089815852139,1.0,0.5833333333333335,-0.7447975872475956,0.3922994287587579,0.382636655948553,0.268817204301075
19,0.0154788966237301,0.2092426473264871,0.0432885441196841,0.0670580669747058,0.0145203843533918,1.0,0.5833333333333335,-0.7405932620252615,0.39690998609617667,0.4153756211634025,0.268817204301075
20,0.0067273813299475,0.2110416542421401,0.0492450477905527,0.0722145477063783,0.0252795633880476,1.0,0.5833333333333335,-0.7303395314365411,0.3991793975626856,0.4153756211634025,0.268817204301075
21,0.0597858189169389,0.2437457837288142,0.0588031583321789,0.0775496594102796,0.0504545890100118,0.375,0.5833333333333335,-0.6906151710049782,0.014676166406189184,0.352625937834941,0.268817204301075
22,0.0684396103599527,0.248339825067828,0.0706122731680288,0.0830872195493735,0.0652838816818209,0.375,0.5833333333333335,-0.6695352580068334,0.024228262358257424,0.4153756211634025,0.268817204301075
23,0.1160122443137092,0.2734469212603853,0.087304335780579,0.0904706330681655,0.097891392250212,0.375,0.5833333333333335,-0.6066193005070027,-0.042680823766510535,0.4153756211634025,0.3917050691244239
24,0.1410290398032049,0.2821670026775015,0.0992519739576118,0.0967822607535845,0.1207859712023016,0.375,0.5833333333333335,-0.5865005854692298,-0.04209145323622989,0.4186495176848872,0.3917050691244239
