iter	Passed	Remaining
210	1253	4688
211	1259	4681
212	1265	4675
213	1271	4668
214	1276	4661
215	1282	4656
216	1288	4650
217	1295	4646
218	1301	4640
219	1306	4633
220	1312	4626
221	1318	4619
222	1323	4612
223	1329	4605
224	1335	4599
225	1340	4591
226	1346	4584
227	1351	4575
228	1357	4569
229	1362	4562
230	1368	4555
231	1373	4548
232	1379	4541
233	1385	4535
234	1390	4527
235	1396	4522
236	1402	4515
237	1408	4509
238	1413	4501
239	1419	4494
240	1424	4486
241	1430	4479
242	1435	4472
243	1441	4465
244	1447	4459
245	1452	4452
246	1458	4446
247	1463	4438
248	1469	4431
249	1475	4425
250	1480	4418
251	1489	4421
252	1494	4413
253	1500	4407
254	1506	4400
255	1512	4394
256	1517	4387
257	1523	4382
258	1529	4375
259	1534	4367
260	1540	4360
261	1545	4353
262	1551	4346
263	1557	4340
264	1563	4335
265	1569	4330
266	1575	4326
267	1581	4320
268	1587	4314
269	1593	4309
270	1599	4302
271	1605	4296
272	1611	4290
273	1616	4283
274	1622	4276
275	1628	4270
276	1633	4264
277	1639	4258
278	1645	4251
279	1650	4244
280	1657	4241
281	1664	4236
282	1671	4234
283	1679	4234
284	1685	4228
285	1692	4225
286	1698	4218
287	1703	4212
288	1710	4207
289	1715	4200
290	1721	4193
291	1727	4188
292	1734	4184
293	1740	4179
294	1745	4172
295	1751	4165
296	1756	4158
297	1762	4151
298	1767	4145
299	1773	4138
300	1779	4131
301	1785	4126
302	1790	4119
303	1796	4112
304	1801	4106
305	1807	4099
306	1813	4093
307	1818	4086
308	1823	4078
309	1829	4071
310	1835	4065
311	1840	4058
312	1846	4051
313	1851	4045
314	1857	4039
315	1863	4033
316	1868	4026
317	1874	4019
318	1879	4012
319	1885	4006
320	1891	4000
321	1896	3994
322	1902	3987
323	1908	3981
324	1914	3975
325	1919	3969
326	1925	3962
327	1931	3957
328	1937	3951
329	1943	3945
330	1948	3938
331	1953	3931
332	1959	3923
333	1964	3917
334	1972	3914
335	1977	3908
336	1983	3902
337	1989	3896
338	1994	3889
339	1999	3882
340	2005	3876
341	2011	3870
342	2017	3865
343	2023	3859
344	2029	3853
345	2035	3846
346	2040	3839
347	2046	3834
348	2051	3827
349	2057	3821
350	2064	3816
351	2069	3809
352	2074	3802
353	2080	3797
354	2085	3789
355	2091	3783
356	2096	3776
357	2102	3770
358	2108	3763
359	2113	3757
360	2119	3751
361	2124	3744
362	2130	3737
363	2135	3731
364	2141	3724
365	2146	3718
366	2151	3711
367	2157	3704
368	2162	3697
369	2167	3691
370	2173	3684
371	2178	3678
372	2184	3672
373	2190	3665
374	2195	3659
375	2201	3653
376	2206	3646
377	2212	3640
378	2220	3638
379	2225	3631
380	2231	3625
381	2236	3618
382	2242	3612
383	2247	3605
384	2253	3599
385	2258	3592
386	2263	3585
387	2269	3579
388	2274	3573
389	2280	3566
390	2285	3560
391	2291	3553
392	2296	3547
393	2303	3542
394	2308	3536
395	2314	3530
396	2320	3524
397	2325	3517
398	2331	3511
399	2336	3504
400	2341	3497
401	2346	3490
402	2352	3484
403	2357	3477
404	2363	3471
405	2368	3465
406	2373	3458
407	2379	3451
408	2384	3445
409	2389	3439
410	2395	3432
411	2401	3426
412	2406	3420
413	2412	3414
414	2417	3408
415	2423	3401
416	2428	3395
417	2433	3388
418	2439	3382
419	2444	3376
420	2450	3370
421	2456	3363
422	2463	3360
423	2469	3354
424	2474	3348
425	2480	3341
426	2485	3335
427	2491	3329
428	2496	3323
429	2502	3316
430	2507	3310
431	2513	3304
432	2518	3298
433	2524	3292
434	2529	3285
435	2535	3279
436	2540	3273
437	2546	3267
438	2551	3260
439	2557	3255
440	2563	3250
441	2569	3243
442	2575	3237
443	2580	3231
444	2586	3226
445	2592	3219
446	2597	3213
447	2602	3207
448	2607	3200
449	2613	3193
450	2618	3187
451	2624	3181
452	2629	3175
453	2635	3169
454	2640	3162
455	2645	3156
456	2651	3150
457	2656	3143
458	2661	3137
459	2667	3130
460	2672	3124
461	2677	3118
462	2683	3112
463	2688	3106
464	2694	3099
465	2700	3094
466	2708	3091
467	2713	3085
468	2719	3079
469	2725	3072
470	2730	3066
471	2736	3060
472	2741	3054
473	2747	3048
474	2752	3042
475	2758	3037
476	2764	3030
477	2769	3024
478	2775	3019
479	2781	3012
480	2786	3006
481	2791	3000
482	2797	2994
483	2802	2988
484	2808	2982
485	2813	2976
486	2819	2969
487	2824	2963
488	2829	2957
489	2835	2951
490	2840	2944
491	2846	2938
492	2851	2932
493	2856	2926
494	2862	2920
495	2867	2913
496	2873	2907
497	2878	2901
498	2884	2895
499	2889	2889
500	2895	2883
501	2901	2878
502	2907	2872
503	2912	2866
504	2918	2860
505	2924	2854
506	2929	2848
507	2935	2842
508	2940	2836
509	2946	2830
510	2953	2826
511	2961	2822
512	2968	2818
513	2976	2814
514	2986	2812
515	2993	2807
516	3000	2802
517	3006	2797
518	3013	2793
519	3020	2788
520	3027	2783
521	3034	2778
522	3042	2774
523	3050	2771
524	3058	2766
525	3064	2761
526	3070	2755
527	3077	2750
528	3083	2745
529	3089	2740
530	3096	2734
531	3102	2729
532	3108	2723
533	3113	2717
534	3119	2710
535	3124	2704
536	3129	2698
537	3135	2692
538	3141	2686
539	3146	2680
540	3151	2674
541	3157	2668
542	3162	2661
543	3168	2655
544	3173	2649
545	3180	2644
546	3186	2639
547	3192	2633
548	3200	2629
549	3206	2623
550	3211	2617
551	3217	2611
552	3222	2605
553	3228	2598
554	3233	2592
555	3238	2586
556	3244	2580
557	3249	2574
558	3254	2567
559	3260	2561
560	3265	2555
561	3271	2549
562	3276	2543
563	3281	2536
564	3287	2530
565	3292	2524
566	3298	2519
567	3304	2513
568	3309	2507
569	3315	2501
570	3321	2495
571	3326	2489
572	3332	2483
573	3337	2477
574	3342	2470
575	3348	2464
576	3353	2458
577	3359	2452
578	3364	2446
579	3370	2440
580	3376	2434
581	3382	2429
582	3387	2423
583	3393	2417
584	3399	2411
585	3405	2405
586	3410	2399
587	3416	2394
588	3422	2388
589	3428	2382
590	3434	2376
591	3441	2371
592	3446	2365
593	3452	2359
594	3457	2353
595	3463	2347
596	3468	2341
597	3474	2335
598	3480	2329
599	3486	2324
600	3491	2318
601	3497	2312
602	3503	2306
603	3508	2300
604	3514	2294
605	3519	2288
606	3525	2282
607	3531	2276
608	3537	2270
609	3542	2265
610	3548	2259
611	3553	2252
612	3559	2247
613	3565	2241
614	3570	2235
615	3576	2229
616	3582	2223
617	3587	2217
618	3593	2211
619	3598	2205
620	3603	2199
621	3609	2193
622	3616	2188
623	3622	2182
624	3628	2176
625	3634	2171
626	3639	2165
627	3645	2159
628	3650	2153
629	3656	2147
630	3662	2141
631	3667	2135
632	3673	2129
633	3679	2123
634	3687	2119
635	3692	2113
636	3698	2107
637	3704	2101
638	3709	2095
639	3715	2089
640	3720	2083
641	3726	2077
642	3731	2071
643	3738	2066
644	3743	2060
645	3748	2054
646	3754	2048
647	3760	2042
648	3765	2036
649	3771	2030
650	3777	2025
651	3782	2019
652	3788	2013
653	3793	2007
654	3799	2001
655	3805	1995
656	3811	1989
657	3817	1983
658	3822	1978
659	3828	1972
660	3833	1966
661	3839	1960
662	3845	1954
663	3850	1948
664	3856	1942
665	3862	1937
666	3868	1931
667	3874	1925
668	3880	1919
669	3886	1914
670	3892	1908
671	3898	1902
672	3905	1897
673	3911	1891
674	3917	1886
675	3923	1880
676	3931	1875
677	3936	1869
678	3942	1864
679	3948	1858
680	3954	1852
681	3960	1846
682	3966	1840
683	3972	1835
684	3978	1829
685	3983	1823
686	3989	1817
687	3995	1812
688	4001	1806
689	4007	1800
690	4013	1794
691	4019	1789
692	4025	1783
693	4031	1777
694	4036	1771
695	4042	1765
696	4048	1759
697	4053	1753
698	4059	1747
699	4064	1742
700	4070	1736
701	4075	1730
702	4081	1724
703	4086	1718
704	4092	1712
705	4098	1706
706	4103	1700
707	4109	1694
708	4114	1688
709	4120	1682
710	4125	1677
711	4131	1671
712	4136	1665
713	4142	1659
714	4147	1653
715	4153	1647
716	4158	1641
717	4164	1635
718	4169	1629
719	4178	1624
720	4183	1618
721	4189	1612
722	4194	1607
723	4200	1601
724	4205	1595
725	4211	1589
726	4216	1583
727	4221	1577
728	4227	1571
729	4232	1565
730	4238	1559
731	4243	1553
732	4249	1547
733	4255	1542
734	4260	1536
735	4266	1530
736	4272	1524
737	4277	1518
738	4283	1512
739	4288	1506
740	4294	1501
741	4300	1495
742	4305	1489
743	4311	1483
744	4317	1477
745	4323	1472
746	4328	1466
747	4334	1460
748	4340	1454
749	4345	1448
750	4350	1442
751	4356	1436
752	4361	1430
753	4367	1424
754	4373	1419
755	4378	1413
756	4384	1407
757	4389	1401
758	4395	1395
759	4401	1389
760	4406	1384
761	4412	1378
762	4419	1372
763	4425	1367
764	4431	1361
765	4436	1355
766	4442	1349
767	4447	1343
768	4453	1337
769	4459	1331
770	4465	1326
771	4470	1320
772	4476	1314
773	4481	1308
774	4486	1302
775	4492	1296
776	4498	1291
777	4504	1285
778	4510	1279
779	4516	1273
780	4522	1268
781	4527	1262
782	4533	1256
783	4538	1250
784	4544	1244
785	4549	1238
786	4555	1232
787	4560	1226
788	4566	1221
789	4571	1215
790	4577	1209
791	4582	1203
792	4588	1197
793	4594	1191
794	4599	1186
795	4605	1180
796	4610	1174
797	4616	1168
798	4621	1162
799	4627	1156
800	4632	1151
801	4638	1145
802	4644	1139
803	4649	1133
804	4655	1127
805	4664	1122
806	4669	1116
807	4675	1111
808	4681	1105
809	4686	1099
810	4692	1093
811	4698	1087
812	4703	1081
813	4709	1076
814	4715	1070
815	4720	1064
816	4726	1058
817	4732	1052
818	4737	1047
819	4743	1041
820	4748	1035
821	4754	1029
822	4760	1023
823	4765	1017
824	4771	1012
825	4776	1006
826	4782	1000
827	4788	994
828	4794	988
829	4799	983
830	4805	977
831	4811	971
832	4817	965
833	4822	959
834	4828	954
835	4834	948
836	4840	942
837	4846	936
838	4852	931
839	4859	925
840	4864	919
841	4870	913
842	4875	908
843	4881	902
844	4887	896
845	4893	890
846	4898	884
847	4903	879
848	4911	873
849	4916	867
850	4922	861
851	4927	856
852	4933	850
853	4938	844
854	4944	838
855	4950	832
856	4956	826
857	4961	821
858	4967	815
859	4973	809
860	4978	803
861	4984	797
862	4990	792
863	4996	786
864	5002	780
865	5007	774
866	5013	769
867	5018	763
868	5024	757
869	5030	751
870	5036	745
871	5042	740
872	5048	734
873	5053	728
874	5059	722
875	5064	716
876	5070	711
877	5075	705
878	5081	699
879	5087	693
880	5092	687
881	5098	682
882	5104	676
883	5109	670
884	5115	664
885	5120	658
886	5126	653
887	5132	647
888	5138	641
889	5146	636
890	5156	630
891	5163	625
892	5174	619
893	5181	614
894	5188	608
895	5195	603
896	5202	597
897	5209	591
898	5215	585
899	5222	580
900	5231	574
901	5238	569
902	5245	563
903	5250	557
904	5257	551
905	5264	546
906	5270	540
907	5277	534
908	5284	529
909	5290	523
910	5296	517
911	5302	511
912	5307	505
913	5313	499
914	5318	494
915	5324	488
916	5330	482
917	5336	476
918	5341	470
919	5347	465
920	5354	459
921	5361	453
922	5367	447
923	5373	441
924	5378	436
925	5384	430
926	5390	424
927	5397	418
928	5403	412
929	5409	407
930	5415	401
931	5421	395
932	5426	389
933	5432	383
934	5438	378
935	5443	372
936	5449	366
937	5454	360
938	5460	354
939	5465	348
940	5471	343
941	5477	337
942	5483	331
943	5488	325
944	5494	319
945	5500	313
946	5506	308
947	5512	302
948	5517	296
949	5523	290
950	5529	284
951	5534	279
952	5540	273
953	5546	267
954	5552	261
955	5557	255
956	5563	249
957	5569	244
958	5575	238
959	5580	232
960	5586	226
961	5591	220
962	5596	215
963	5601	209
964	5607	203
965	5612	197
966	5618	191
967	5623	185
968	5629	180
969	5634	174
970	5642	168
971	5648	162
972	5654	156
973	5660	151
974	5665	145
975	5671	139
976	5677	133
977	5682	127
978	5688	122
979	5694	116
980	5699	110
981	5705	104
982	5710	98
983	5716	92
984	5722	87
985	5728	81
986	5733	75
987	5739	69
988	5745	63
989	5750	58
990	5756	52
991	5762	46
992	5768	40
993	5773	34
994	5779	29
995	5785	23
996	5790	17
997	5796	11
998	5802	5
999	5807	0
